"cellName" "embryoStage" "embryo" "cellCategory" "cluster" "fsc" "ssc"
"SLX.9558.N711_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 22273 8225
"SLX.9558.N712_N502" "E6.5" "E6.5_3" "E6.5" "turquoise" 19771 8147
"SLX.9558.N712_N503" "E6.5" "E6.5_3" "E6.5" "turquoise" 20919 9654
"SLX.9558.N712_N504" "E6.5" "E6.5_3" "E6.5" "turquoise" 29755 11556
"SLX.9558.N712_N505" "E6.5" "E6.5_3" "E6.5" "turquoise" 21553 15167
"SLX.9558.N712_N506" "E6.5" "E6.5_3" "E6.5" "turquoise" 23348 10075
"SLX.9558.N712_N507" "E6.5" "E6.5_3" "E6.5" "turquoise" 33912 19067
"SLX.9558.N712_N508" "E6.5" "E6.5_3" "E6.5" "turquoise" 33041 19282
"SLX.9559.N701_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 31851 15120
"SLX.9559.N701_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 21149 10532
"SLX.9559.N701_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 25535 13325
"SLX.9559.N702_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 26507 11874
"SLX.9559.N702_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 28977 10286
"SLX.9559.N702_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 23999 7682
"SLX.9559.N702_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 19912 12458
"SLX.9559.N702_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 31335 14928
"SLX.9559.N703_N503" "E6.5" "E6.5_4" "E6.5" "turquoise" 19372 11046
"SLX.9559.N703_N504" "E6.5" "E6.5_4" "E6.5" "magenta" 19619 14757
"SLX.9559.N703_N505" "E6.5" "E6.5_4" "E6.5" "pink" 23609 13123
"SLX.9559.N703_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 16785 13237
"SLX.9559.N703_N517" "E6.5" "E6.5_4" "E6.5" "magenta" 19602 18961
"SLX.9559.N704_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 20360 11603
"SLX.9559.N704_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 26254 11588
"SLX.9559.N704_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 33447 15995
"SLX.9559.N704_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 24640 8214
"SLX.9559.N704_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 16920 11888
"SLX.9559.N704_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 26740 10583
"SLX.9559.N704_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 25310 10383
"SLX.9559.N705_N503" "E6.5" "E6.5_4" "E6.5" "turquoise" 17786 7538
"SLX.9559.N705_N504" "E6.5" "E6.5_4" "E6.5" "magenta" 25145 17677
"SLX.9559.N705_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 23143 11257
"SLX.9559.N705_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 14844 10429
"SLX.9559.N705_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 38309 17119
"SLX.9559.N705_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 23013 11429
"SLX.9559.N705_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 21242 11889
"SLX.9559.N706_N503" "E6.5" "E6.5_4" "E6.5" "turquoise" 22613 8819
"SLX.9559.N706_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 25536 11518
"SLX.9559.N706_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 17751 9827
"SLX.9559.N706_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 25818 11700
"SLX.9559.N706_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 19569 9304
"SLX.9559.N707_N503" "E6.5" "E6.5_4" "E6.5" "turquoise" 24358 14393
"SLX.9559.N707_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 22217 11642
"SLX.9559.N707_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 9580 9698
"SLX.9559.N707_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 17273 7586
"SLX.9559.N707_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 14693 8814
"SLX.9559.N707_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 25408 11841
"SLX.9559.N708_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 21443 8268
"SLX.9559.N708_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 25552 13637
"SLX.9559.N708_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 22885 10994
"SLX.9559.N708_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 28101 9740
"SLX.9559.N708_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 20839 8627
"SLX.9559.N708_N517" "E6.5" "E6.5_4" "E6.5" "pink" 25170 12587
"SLX.9559.N709_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 23730 8993
"SLX.9559.N709_N503" "E6.5" "E6.5_4" "E6.5" "turquoise" 20389 11960
"SLX.9559.N709_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 18701 12498
"SLX.9559.N709_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 37346 15390
"SLX.9559.N709_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 15466 8591
"SLX.9559.N709_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 23422 10772
"SLX.9559.N709_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 29556 10778
"SLX.9559.N710_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 21862 11523
"SLX.9559.N710_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 24996 15294
"SLX.9559.N710_N505" "E6.5" "E6.5_4" "E6.5" "turquoise" 12818 7059
"SLX.9559.N710_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 12324 8161
"SLX.9559.N710_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 30637 12012
"SLX.9559.N711_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 21575 9348
"SLX.9559.N711_N504" "E6.5" "E6.5_4" "E6.5" "turquoise" 16631 12502
"SLX.9559.N711_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 24721 9690
"SLX.9559.N711_N507" "E6.5" "E6.5_4" "E6.5" "turquoise" 30664 13584
"SLX.9559.N711_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 30635 10134
"SLX.9559.N711_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 24894 14528
"SLX.9559.N712_N502" "E6.5" "E6.5_4" "E6.5" "turquoise" 24928 13196
"SLX.9559.N712_N506" "E6.5" "E6.5_4" "E6.5" "turquoise" 18612 10516
"SLX.9559.N712_N508" "E6.5" "E6.5_4" "E6.5" "turquoise" 25607 10053
"SLX.9559.N712_N517" "E6.5" "E6.5_4" "E6.5" "turquoise" 15322 11890
"SLX.9560.N701_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 19144 8196
"SLX.9560.N701_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 20005 9314
"SLX.9560.N701_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 24893 12546
"SLX.9560.N701_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 19895 7186
"SLX.9560.N701_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 21450 6849
"SLX.9560.N702_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 17985 8146
"SLX.9560.N702_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 18543 7704
"SLX.9560.N702_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 22621 7058
"SLX.9560.N702_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 26700 12007
"SLX.9560.N702_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 19125 8244
"SLX.9560.N702_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 22756 10042
"SLX.9560.N703_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 24698 10994
"SLX.9560.N703_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 15971 8954
"SLX.9560.N703_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 14847 9788
"SLX.9560.N703_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 17230 10349
"SLX.9560.N703_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 18131 12722
"SLX.9560.N704_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 19607 8230
"SLX.9560.N704_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 13465 8808
"SLX.9560.N704_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 32649 10917
"SLX.9560.N704_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 22512 7412
"SLX.9560.N704_N506" "E6.5" "E6.5_5" "E6.5" "magenta" 20411 17098
"SLX.9560.N704_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 22575 9397
"SLX.9560.N704_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 36255 21288
"SLX.9560.N704_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 22871 13320
"SLX.9560.N705_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 18997 10598
"SLX.9560.N705_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 14268 8588
"SLX.9560.N705_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 32741 10853
"SLX.9560.N705_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 15927 8120
"SLX.9560.N705_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 23611 11960
"SLX.9560.N705_N507" "E6.5" "E6.5_5" "E6.5" "pink" 20951 18047
"SLX.9560.N705_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 30129 13392
"SLX.9560.N705_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 20456 5770
"SLX.9560.N706_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 18252 6344
"SLX.9560.N706_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 25260 8421
"SLX.9560.N706_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 24185 9064
"SLX.9560.N706_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 21772 8340
"SLX.9560.N706_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 28032 11674
"SLX.9560.N706_N517" "E6.5" "E6.5_5" "E6.5" "pink" 20309 13613
"SLX.9560.N707_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 26592 8150
"SLX.9560.N707_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 30049 11634
"SLX.9560.N707_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 21071 7541
"SLX.9560.N707_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 22294 10805
"SLX.9560.N707_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 30037 13121
"SLX.9560.N707_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 25302 11850
"SLX.9560.N707_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 21490 9939
"SLX.9560.N708_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 19548 7502
"SLX.9560.N708_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 30359 9829
"SLX.9560.N708_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 12021 10049
"SLX.9560.N708_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 22238 8423
"SLX.9560.N708_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 23658 13835
"SLX.9560.N708_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 19236 6195
"SLX.9560.N709_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 24072 13288
"SLX.9560.N709_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 17519 9487
"SLX.9560.N709_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 13105 7598
"SLX.9560.N709_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 27372 6994
"SLX.9560.N709_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 12897 7157
"SLX.9560.N709_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 19611 14977
"SLX.9560.N710_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 13374 8139
"SLX.9560.N710_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 12754 14377
"SLX.9560.N710_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 24103 8468
"SLX.9560.N710_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 22885 8870
"SLX.9560.N711_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 26360 13099
"SLX.9560.N711_N503" "E6.5" "E6.5_5" "E6.5" "turquoise" 14566 6634
"SLX.9560.N711_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 27360 13286
"SLX.9560.N711_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 18080 10601
"SLX.9560.N711_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 16774 8356
"SLX.9560.N711_N507" "E6.5" "E6.5_5" "E6.5" "turquoise" 14182 10680
"SLX.9560.N711_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 22190 6972
"SLX.9560.N711_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 25721 10307
"SLX.9560.N712_N502" "E6.5" "E6.5_5" "E6.5" "turquoise" 24560 14791
"SLX.9560.N712_N504" "E6.5" "E6.5_5" "E6.5" "turquoise" 23456 6936
"SLX.9560.N712_N505" "E6.5" "E6.5_5" "E6.5" "turquoise" 28802 16004
"SLX.9560.N712_N506" "E6.5" "E6.5_5" "E6.5" "turquoise" 19646 14614
"SLX.9560.N712_N508" "E6.5" "E6.5_5" "E6.5" "turquoise" 18950 8363
"SLX.9560.N712_N517" "E6.5" "E6.5_5" "E6.5" "turquoise" 18937 12760
"SLX.9561.N701_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 26613 9866
"SLX.9561.N701_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 22106 13056
"SLX.9561.N701_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 14984 11362
"SLX.9561.N701_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 17211 9866
"SLX.9561.N701_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 27038 14228
"SLX.9561.N701_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 20486 18028
"SLX.9561.N702_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 18110 11177
"SLX.9561.N702_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 28213 13011
"SLX.9561.N702_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 12764 8158
"SLX.9561.N702_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 13723 10430
"SLX.9561.N702_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 27042 14272
"SLX.9561.N703_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 22752 14700
"SLX.9561.N703_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 9956 8528
"SLX.9561.N703_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 18970 11986
"SLX.9561.N703_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 14843 10377
"SLX.9561.N703_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 25955 13170
"SLX.9561.N703_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 27077 13682
"SLX.9561.N703_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 20024 9009
"SLX.9561.N703_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 27837 17088
"SLX.9561.N704_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 21776 9771
"SLX.9561.N704_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 17129 9946
"SLX.9561.N704_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 21719 16772
"SLX.9561.N704_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 20739 13854
"SLX.9561.N704_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 24538 10472
"SLX.9561.N704_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 19118 7695
"SLX.9561.N704_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 30763 20116
"SLX.9561.N705_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 23128 10055
"SLX.9561.N705_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 29987 15821
"SLX.9561.N705_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 17016 10145
"SLX.9561.N705_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 15002 10502
"SLX.9561.N705_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 29963 16814
"SLX.9561.N705_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 22896 7556
"SLX.9561.N706_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 27566 15665
"SLX.9561.N706_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 10433 10336
"SLX.9561.N706_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 17903 11658
"SLX.9561.N706_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 18100 8869
"SLX.9561.N706_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 22944 9171
"SLX.9561.N706_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 13405 9189
"SLX.9561.N707_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 32083 14885
"SLX.9561.N707_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 13203 9572
"SLX.9561.N707_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 17590 8690
"SLX.9561.N707_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 15830 14085
"SLX.9561.N707_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 24204 7394
"SLX.9561.N707_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 20514 16516
"SLX.9561.N707_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 23079 9114
"SLX.9561.N707_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 28596 9937
"SLX.9561.N708_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 22607 8486
"SLX.9561.N708_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 18890 13096
"SLX.9561.N708_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 25533 14990
"SLX.9561.N708_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 23550 11822
"SLX.9561.N708_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 24773 16473
"SLX.9561.N708_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 21897 7909
"SLX.9561.N709_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 30700 12916
"SLX.9561.N709_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 25161 10173
"SLX.9561.N709_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 22572 11149
"SLX.9561.N709_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 20631 14604
"SLX.9561.N709_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 13514 9363
"SLX.9561.N709_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 21986 14543
"SLX.9561.N709_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 20278 14431
"SLX.9561.N709_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 30271 14108
"SLX.9561.N710_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 21432 15661
"SLX.9561.N710_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 13535 4414
"SLX.9561.N710_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 12845 8913
"SLX.9561.N710_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 20738 14340
"SLX.9561.N710_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 24596 12401
"SLX.9561.N710_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 20786 8128
"SLX.9561.N711_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 23925 10664
"SLX.9561.N711_N504" "E6.5" "E6.5_7" "E6.5" "turquoise" 22562 11517
"SLX.9561.N711_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 21082 8054
"SLX.9561.N711_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 23673 11076
"SLX.9561.N711_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 21840 10070
"SLX.9561.N712_N502" "E6.5" "E6.5_7" "E6.5" "turquoise" 27186 15897
"SLX.9561.N712_N503" "E6.5" "E6.5_7" "E6.5" "turquoise" 22916 9001
"SLX.9561.N712_N505" "E6.5" "E6.5_7" "E6.5" "turquoise" 19294 11122
"SLX.9561.N712_N506" "E6.5" "E6.5_7" "E6.5" "turquoise" 17842 8720
"SLX.9561.N712_N507" "E6.5" "E6.5_7" "E6.5" "turquoise" 15396 9069
"SLX.9561.N712_N508" "E6.5" "E6.5_7" "E6.5" "turquoise" 9578 11410
"SLX.9561.N712_N517" "E6.5" "E6.5_7" "E6.5" "turquoise" 30210 11864
"SLX.9562.N701_N502" "E6.5" "E6.5_8" "E6.5" "turquoise" 16287 11137
"SLX.9562.N701_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 17554 10217
"SLX.9562.N701_N505" "E6.5" "E6.5_8" "E6.5" "pink" 20572 14209
"SLX.9562.N701_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 27070 11417
"SLX.9562.N701_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 17492 7069
"SLX.9562.N702_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 33021 15865
"SLX.9562.N702_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 25496 10359
"SLX.9562.N702_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 25484 8748
"SLX.9562.N702_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 29648 8563
"SLX.9562.N703_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 26297 9797
"SLX.9562.N703_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 21737 8541
"SLX.9562.N703_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 22193 8398
"SLX.9562.N703_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 31955 9828
"SLX.9562.N704_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 22986 8492
"SLX.9562.N704_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 23204 9839
"SLX.9562.N704_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 24072 10686
"SLX.9562.N704_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 22058 10069
"SLX.9562.N704_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 12805 7030
"SLX.9562.N704_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 24823 7897
"SLX.9562.N705_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 36289 12950
"SLX.9562.N705_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 32427 16700
"SLX.9562.N705_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 25836 10448
"SLX.9562.N706_N502" "E6.5" "E6.5_8" "E6.5" "turquoise" 26221 10296
"SLX.9562.N706_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 14935 7313
"SLX.9562.N706_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 28948 10866
"SLX.9562.N706_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 18567 6789
"SLX.9562.N706_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 24490 9729
"SLX.9562.N706_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 37880 10030
"SLX.9562.N707_N502" "E6.5" "E6.5_8" "E6.5" "turquoise" 24614 19063
"SLX.9562.N707_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 22886 12312
"SLX.9562.N707_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 24420 8760
"SLX.9562.N707_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 23080 13748
"SLX.9562.N707_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 28015 9555
"SLX.9562.N708_N502" "E6.5" "E6.5_8" "E6.5" "turquoise" 18429 13276
"SLX.9562.N708_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 23681 11852
"SLX.9562.N708_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 22318 10989
"SLX.9562.N708_N507" "E6.5" "E6.5_8" "E6.5" "pink" 23496 13595
"SLX.9562.N709_N502" "E6.5" "E6.5_8" "E6.5" "turquoise" 35271 14420
"SLX.9562.N709_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 20314 7512
"SLX.9562.N709_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 33778 10087
"SLX.9562.N709_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 30776 10537
"SLX.9562.N709_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 27032 10587
"SLX.9562.N710_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 26686 11751
"SLX.9562.N710_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 19370 13318
"SLX.9562.N710_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 23967 9988
"SLX.9562.N710_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 25425 10061
"SLX.9562.N710_N507" "E6.5" "E6.5_8" "E6.5" "turquoise" 20501 8137
"SLX.9562.N710_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 21105 8893
"SLX.9562.N711_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 19574 6490
"SLX.9562.N711_N504" "E6.5" "E6.5_8" "E6.5" "turquoise" 29519 16418
"SLX.9562.N711_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 27159 13592
"SLX.9562.N711_N506" "E6.5" "E6.5_8" "E6.5" "turquoise" 36094 20081
"SLX.9562.N711_N507" "E6.5" "E6.5_8" "E6.5" "pink" 23060 12726
"SLX.9562.N711_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 15150 11155
"SLX.9562.N711_N517" "E6.5" "E6.5_8" "E6.5" "turquoise" 19433 9944
"SLX.9562.N712_N503" "E6.5" "E6.5_8" "E6.5" "turquoise" 25656 11213
"SLX.9562.N712_N505" "E6.5" "E6.5_8" "E6.5" "turquoise" 25586 8805
"SLX.9562.N712_N507" "E6.5" "E6.5_8" "E6.5" "magenta" 20009 19518
"SLX.9562.N712_N508" "E6.5" "E6.5_8" "E6.5" "turquoise" 20088 14315
"SLX.9562.N712_N517" "E6.5" "E6.5_8" "E6.5" "pink" 33817 19054
